stepSize 	 colpoints 	 maxIter 	 errW 	 errStr 	 errorL2 	 errT 	 fctEval 	 compTime 
0.125000 	 4 	 10 	 4.690153e-06 	 1.345544e-05 	 6.413220e-05 	 2.820040e-06 	 1130 	 8.532376e+00 
0.062500 	 4 	 10 	 4.504820e-07 	 2.379840e-06 	 9.713987e-06 	 3.340088e-07 	 1825 	 1.559357e+01 
0.031250 	 4 	 10 	 7.607631e-08 	 3.922788e-07 	 1.296425e-06 	 7.251522e-08 	 3185 	 2.918233e+01 
0.015625 	 4 	 10 	 7.127844e-09 	 5.876537e-08 	 1.495329e-07 	 7.127844e-09 	 5830 	 5.268737e+01 
