stepSize 	 colpoints 	 maxIter 	 errW 	 errStr 	 errorL2 	 errT 	 fctEval 	 compTime 
0.125000 	 5 	 10 	 6.526178e-07 	 6.709802e-07 	 2.710144e-05 	 3.696065e-07 	 1164 	 1.088984e+01 
0.062500 	 5 	 10 	 2.869617e-09 	 3.449105e-08 	 2.544512e-07 	 2.348238e-10 	 2188 	 2.002942e+01 
0.031250 	 5 	 10 	 3.162021e-10 	 2.993940e-09 	 1.545382e-08 	 3.761991e-12 	 3916 	 3.560549e+01 
0.015625 	 5 	 10 	 2.938941e-11 	 2.547362e-10 	 9.767560e-10 	 6.246004e-12 	 7292 	 6.620130e+01 
