stepSize 	 colpoints 	 maxIter 	 errW 	 errStr 	 errorL2 	 errT 	 fctEval 	 compTime 
0.500000 	 7 	 100 	 1.125988e-04 	 2.044264e-04 	 4.566928e-03 	 1.125988e-04 	 788 	 7.339233e+01 
0.250000 	 7 	 100 	 2.361169e-09 	 5.390536e-09 	 1.016314e-07 	 1.609882e-09 	 1066 	 9.949784e+01 
0.125000 	 7 	 100 	 4.321726e-11 	 1.665846e-10 	 4.075016e-09 	 1.298750e-11 	 1622 	 1.572356e+02 
0.062500 	 7 	 100 	 5.453138e-13 	 6.207998e-12 	 8.239555e-11 	 2.802203e-13 	 3244 	 2.744284e+02 
