stepSize 	 colpoints 	 maxIter 	 errW 	 errStr 	 errorL2 	 errT 	 fctEval 	 compTime 
0.500000 	 6 	 100 	 0 	 NaN 	 NaN 	 NaN 	 757 	 6.153117e+01 
0.250000 	 6 	 100 	 2.193823e-05 	 2.266987e-05 	 1.647472e-03 	 2.193823e-05 	 939 	 7.667575e+01 
0.125000 	 6 	 100 	 2.132336e-09 	 7.142910e-09 	 1.260382e-07 	 9.587162e-10 	 1428 	 1.258802e+02 
0.062500 	 6 	 100 	 7.340800e-11 	 3.301786e-10 	 3.054830e-09 	 3.625689e-11 	 2806 	 2.296035e+02 
