stepSize 	 colpoints 	 maxIter 	 errW 	 errStr 	 errorL2 	 errT 	 fctEval 	 compTime 
1.000000 	 13 	 100 	 2.516014e-06 	 5.626623e-06 	 3.988861e-04 	 2.516014e-06 	 817 	 5.570575e+01 
0.500000 	 13 	 100 	 8.271783e-11 	 1.222574e-10 	 1.479321e-10 	 8.271783e-11 	 1154 	 8.033732e+01 
0.250000 	 13 	 100 	 7.530354e-11 	 1.130323e-10 	 1.335054e-10 	 7.469769e-11 	 1708 	 1.344512e+02 
0.125000 	 13 	 100 	 7.022061e-11 	 1.062924e-10 	 1.228925e-10 	 7.007062e-11 	 3056 	 2.378722e+02 
